# Gene Family	SRS1007613.pfam	tiny-test-data-mt.pfam
PF13493: Domain of unknown function (DUF4118)|unclassified	39.629	0
PF13502: AsmA-like C-terminal region	25.752	0
PF13502: AsmA-like C-terminal region|unclassified	25.752	0
PF13505: Outer membrane protein beta-barrel domain	16.181	0
PF13505: Outer membrane protein beta-barrel domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	16.181	0
PF13511: Domain of unknown function (DUF4124)	53.888	0
PF13511: Domain of unknown function (DUF4124)|unclassified	53.888	0
PF13519: von Willebrand factor type A domain	45.778	0
PF13519: von Willebrand factor type A domain|g__Corynebacterium.s__Corynebacterium_glutamicum	18.325	0
PF13519: von Willebrand factor type A domain|g__Roseobacter.s__Roseobacter_denitrificans	11.782	0
PF13519: von Willebrand factor type A domain|unclassified	15.672	0
PF13520: Amino acid permease	714.912	0
PF13520: Amino acid permease|g__Chromobacterium.s__Chromobacterium_violaceum	43.809	0
PF13520: Amino acid permease|g__Escherichia.s__Escherichia_coli	354.954	0
PF13520: Amino acid permease|g__Staphylococcus.s__Staphylococcus_epidermidis	153.985	0
PF13520: Amino acid permease|unclassified	162.166	0
PF13521: AAA domain	218.994	0
PF13521: AAA domain|g__Chromobacterium.s__Chromobacterium_violaceum	82.083	0
PF13521: AAA domain|unclassified	136.911	0
PF13525: Outer membrane lipoprotein	101.593	0
PF13525: Outer membrane lipoprotein|g__Escherichia.s__Escherichia_coli	81.974	0
PF13525: Outer membrane lipoprotein|g__Polaromonas.s__Polaromonas_naphthalenivorans	19.618	0
PF13529: Peptidase_C39 like family	13.358	0
PF13529: Peptidase_C39 like family|g__Staphylococcus.s__Staphylococcus_epidermidis	13.358	0
PF13532: 2OG-Fe(II) oxygenase superfamily	28.224	0
PF13532: 2OG-Fe(II) oxygenase superfamily|g__Escherichia.s__Escherichia_coli	28.224	0
PF13533: Biotin-lipoyl like	355.017	0
PF13533: Biotin-lipoyl like|g__Chromobacterium.s__Chromobacterium_violaceum	43.661	0
PF13533: Biotin-lipoyl like|g__Escherichia.s__Escherichia_coli	230.294	0
PF13533: Biotin-lipoyl like|g__Roseobacter.s__Roseobacter_denitrificans	24.024	0
PF13533: Biotin-lipoyl like|unclassified	57.038	0
PF13537: Glutamine amidotransferase domain	106.554	0
PF13537: Glutamine amidotransferase domain|g__Chromobacterium.s__Chromobacterium_violaceum	31.559	0
PF13537: Glutamine amidotransferase domain|g__Corynebacterium.s__Corynebacterium_glutamicum	22.648	0
PF13537: Glutamine amidotransferase domain|g__Escherichia.s__Escherichia_coli	10.812	0
PF13537: Glutamine amidotransferase domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	19.841	0
PF13537: Glutamine amidotransferase domain|unclassified	21.694	0
PF13538: UvrD-like helicase C-terminal domain	51.814	0
PF13538: UvrD-like helicase C-terminal domain|g__Chromobacterium.s__Chromobacterium_violaceum	14.438	0
PF13538: UvrD-like helicase C-terminal domain|g__Roseobacter.s__Roseobacter_denitrificans	37.375	0
PF13542: Helix-turn-helix domain of transposase family ISL3	94.179	0
PF13542: Helix-turn-helix domain of transposase family ISL3|unclassified	94.179	0
PF13545: Crp-like helix-turn-helix domain	173.209	0
PF13545: Crp-like helix-turn-helix domain|g__Chromobacterium.s__Chromobacterium_violaceum	13.539	0
PF13545: Crp-like helix-turn-helix domain|g__Escherichia.s__Escherichia_coli	35.538	0
PF13545: Crp-like helix-turn-helix domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	91.903	0
PF13545: Crp-like helix-turn-helix domain|g__Roseobacter.s__Roseobacter_denitrificans	20.003	0
PF13545: Crp-like helix-turn-helix domain|unclassified	12.225	0
PF13546: DDE superfamily endonuclease	199.365	0
PF13546: DDE superfamily endonuclease|g__Polaromonas.s__Polaromonas_naphthalenivorans	182.058	0
PF13546: DDE superfamily endonuclease|unclassified	17.307	0
PF13550: Putative phage tail protein	14.624	0
PF13550: Putative phage tail protein|unclassified	14.624	0
PF13556: PucR C-terminal helix-turn-helix domain	17.158	0
PF13556: PucR C-terminal helix-turn-helix domain|unclassified	17.158	0
PF13577: SnoaL-like domain	43.743	0
PF13577: SnoaL-like domain|g__Roseobacter.s__Roseobacter_denitrificans	43.743	0
PF13579: Glycosyl transferase 4-like domain	18.496	0
PF13579: Glycosyl transferase 4-like domain|unclassified	18.496	0
PF13580: SIS domain	290.249	0
PF13580: SIS domain|g__Chromobacterium.s__Chromobacterium_violaceum	55.37	0
PF13580: SIS domain|g__Staphylococcus.s__Staphylococcus_epidermidis	80.749	0
PF13580: SIS domain|unclassified	154.13	0
PF13586: Transposase DDE domain	164.981	0
PF13586: Transposase DDE domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	57.69	0
PF13586: Transposase DDE domain|g__Roseobacter.s__Roseobacter_denitrificans	107.291	0
PF13588: Type I restriction enzyme R protein N terminus (HSDR_N)	52.377	0
PF13588: Type I restriction enzyme R protein N terminus (HSDR_N)|g__Corynebacterium.s__Corynebacterium_glutamicum	52.377	0
PF13590: Domain of unknown function (DUF4136)	24.291	0
PF13590: Domain of unknown function (DUF4136)|g__Polaromonas.s__Polaromonas_naphthalenivorans	24.291	0
PF13592: Winged helix-turn helix	110.381	0
PF13592: Winged helix-turn helix|g__Polaromonas.s__Polaromonas_naphthalenivorans	110.381	0
PF13593: SBF-like CPA transporter family (DUF4137)	13.462	0
PF13593: SBF-like CPA transporter family (DUF4137)|unclassified	13.462	0
PF13597: Anaerobic ribonucleoside-triphosphate reductase	172.097	0
PF13597: Anaerobic ribonucleoside-triphosphate reductase|g__Chromobacterium.s__Chromobacterium_violaceum	13.148	0
PF13597: Anaerobic ribonucleoside-triphosphate reductase|g__Escherichia.s__Escherichia_coli	61.789	0
PF13597: Anaerobic ribonucleoside-triphosphate reductase|g__Staphylococcus.s__Staphylococcus_epidermidis	26.274	0
PF13597: Anaerobic ribonucleoside-triphosphate reductase|unclassified	70.887	0
PF13599: Pentapeptide repeats (9 copies)	267.677	0
PF13599: Pentapeptide repeats (9 copies)|g__Escherichia.s__Escherichia_coli	230.461	0
PF13599: Pentapeptide repeats (9 copies)|unclassified	37.216	0
PF13601: Winged helix DNA-binding domain	90.746	0
PF13601: Winged helix DNA-binding domain|g__Corynebacterium.s__Corynebacterium_glutamicum	90.746	0
PF13603: Leucyl-tRNA synthetase, Domain 2	49.732	0
PF13603: Leucyl-tRNA synthetase, Domain 2|unclassified	49.732	0
PF13607: Succinyl-CoA ligase like flavodoxin domain	38.647	0
PF13607: Succinyl-CoA ligase like flavodoxin domain|g__Escherichia.s__Escherichia_coli	38.647	0
PF13610: DDE domain	129.526	0
PF13610: DDE domain|g__Staphylococcus.s__Staphylococcus_epidermidis	129.526	0
PF13612: Transposase DDE domain	13.269	0
PF13612: Transposase DDE domain|unclassified	13.269	0
PF13614: AAA domain	70.531	0
PF13614: AAA domain|g__Chromobacterium.s__Chromobacterium_violaceum	12.173	0
PF13614: AAA domain|unclassified	58.358	0
PF13617: YnbE-like lipoprotein	152.387	0
PF13617: YnbE-like lipoprotein|g__Escherichia.s__Escherichia_coli	152.387	0
PF13627: Prokaryotic lipoprotein-attachment site	84.693	0
PF13627: Prokaryotic lipoprotein-attachment site|g__Escherichia.s__Escherichia_coli	84.693	0
PF13631: Cytochrome b(N-terminal)/b6/petB	15.064	0
PF13631: Cytochrome b(N-terminal)/b6/petB|unclassified	15.064	0
PF13632: Glycosyl transferase family group 2	29.906	0
PF13632: Glycosyl transferase family group 2|g__Escherichia.s__Escherichia_coli	26.845	0
PF13632: Glycosyl transferase family group 2|unclassified	3.062	0
PF13640: 2OG-Fe(II) oxygenase superfamily	175.096	0
PF13640: 2OG-Fe(II) oxygenase superfamily|g__Escherichia.s__Escherichia_coli	29.157	0
PF13640: 2OG-Fe(II) oxygenase superfamily|unclassified	145.939	0
PF13645: L,D-transpeptidase catalytic domain	11.958	0
PF13645: L,D-transpeptidase catalytic domain|unclassified	11.958	0
PF13657: HipA N-terminal domain	42.382	0
PF13657: HipA N-terminal domain|g__Escherichia.s__Escherichia_coli	42.382	0
PF13662: Toprim domain	163.246	0
PF13662: Toprim domain|g__Escherichia.s__Escherichia_coli	58.492	0
PF13662: Toprim domain|unclassified	104.754	0
PF13673: Acetyltransferase (GNAT) domain	256.186	0
PF13673: Acetyltransferase (GNAT) domain|g__Chromobacterium.s__Chromobacterium_violaceum	37.202	0
PF13673: Acetyltransferase (GNAT) domain|g__Corynebacterium.s__Corynebacterium_glutamicum	18.176	0
PF13673: Acetyltransferase (GNAT) domain|g__Escherichia.s__Escherichia_coli	172.577	0
PF13673: Acetyltransferase (GNAT) domain|unclassified	28.231	0
PF13675: Type IV pili methyl-accepting chemotaxis transducer N-term	14.236	0
PF13675: Type IV pili methyl-accepting chemotaxis transducer N-term|g__Escherichia.s__Escherichia_coli	14.236	0
PF13676: TIR domain	5.224	0
PF13676: TIR domain|unclassified	5.224	0
PF13677: Membrane MotB of proton-channel complex MotA/MotB	20.695	0
PF13677: Membrane MotB of proton-channel complex MotA/MotB|unclassified	20.695	0
PF13679: Methyltransferase domain	69.222	0
PF13679: Methyltransferase domain|g__Chromobacterium.s__Chromobacterium_violaceum	14.169	0
PF13679: Methyltransferase domain|unclassified	55.053	0
PF13683: Integrase core domain	327.581	0
PF13683: Integrase core domain|g__Roseobacter.s__Roseobacter_denitrificans	265.435	0
PF13683: Integrase core domain|unclassified	62.146	0
PF13687: Domain of unknown function (DUF4153)	56.587	0
PF13687: Domain of unknown function (DUF4153)|g__Escherichia.s__Escherichia_coli	10.259	0
PF13687: Domain of unknown function (DUF4153)|unclassified	46.328	0
PF13698: Domain of unknown function (DUF4156)	81.236	0
PF13698: Domain of unknown function (DUF4156)|g__Escherichia.s__Escherichia_coli	81.236	0
PF13700: Domain of unknown function (DUF4158)	11.521	0
PF13700: Domain of unknown function (DUF4158)|unclassified	11.521	0
PF13701: Transposase DDE domain group 1	61.461	0
PF13701: Transposase DDE domain group 1|g__Corynebacterium.s__Corynebacterium_glutamicum	18.817	0
PF13701: Transposase DDE domain group 1|unclassified	42.644	0
PF13708: Domain of unknown function (DUF4942)	83.992	0
PF13708: Domain of unknown function (DUF4942)|g__Escherichia.s__Escherichia_coli	83.992	0
PF13718: GNAT acetyltransferase 2	17.307	0
PF13718: GNAT acetyltransferase 2|g__Escherichia.s__Escherichia_coli	17.307	0
PF13719: zinc-ribbon domain	59.232	0
PF13719: zinc-ribbon domain|g__Chromobacterium.s__Chromobacterium_violaceum	59.232	0
PF13720: Udp N-acetylglucosamine O-acyltransferase  Domain 2	97.486	0
PF13720: Udp N-acetylglucosamine O-acyltransferase  Domain 2|g__Chromobacterium.s__Chromobacterium_violaceum	59.392	0
PF13720: Udp N-acetylglucosamine O-acyltransferase  Domain 2|g__Escherichia.s__Escherichia_coli	38.094	0
PF13721: SecD export protein N-terminal TM region	91.53	0
PF13721: SecD export protein N-terminal TM region|g__Escherichia.s__Escherichia_coli	74.165	0
PF13721: SecD export protein N-terminal TM region|unclassified	17.365	0
PF13722: 5TM C-terminal transporter carbon starvation CstA	45.994	0
PF13722: 5TM C-terminal transporter carbon starvation CstA|g__Chromobacterium.s__Chromobacterium_violaceum	16.803	0
PF13722: 5TM C-terminal transporter carbon starvation CstA|unclassified	29.191	0
PF13726: Na+-H+ antiporter family	29.897	0
PF13726: Na+-H+ antiporter family|g__Chromobacterium.s__Chromobacterium_violaceum	26.566	0
PF13726: Na+-H+ antiporter family|g__Staphylococcus.s__Staphylococcus_epidermidis	3.331	0
PF13737: Transposase DDE domain	197.694	0
PF13737: Transposase DDE domain|g__Chromobacterium.s__Chromobacterium_violaceum	89.233	0
PF13737: Transposase DDE domain|g__Escherichia.s__Escherichia_coli	89.106	0
PF13737: Transposase DDE domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	19.354	0
PF13742: OB-fold nucleic acid binding domain	44.925	0
PF13742: OB-fold nucleic acid binding domain|g__Chromobacterium.s__Chromobacterium_violaceum	10.84	0
PF13742: OB-fold nucleic acid binding domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	34.085	0
PF13746: 4Fe-4S dicluster domain	42.61	0
PF13746: 4Fe-4S dicluster domain|g__Chromobacterium.s__Chromobacterium_violaceum	6.419	0
PF13746: 4Fe-4S dicluster domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	31.784	0
PF13746: 4Fe-4S dicluster domain|unclassified	4.407	0
PF13748: ABC transporter transmembrane region	11.847	0
PF13748: ABC transporter transmembrane region|unclassified	11.847	0
PF13751: Transposase DDE domain	24.498	0
PF13751: Transposase DDE domain|g__Roseobacter.s__Roseobacter_denitrificans	24.498	0
PF13785: Domain of unknown function (DUF4178)	41.375	0
PF13785: Domain of unknown function (DUF4178)|g__Corynebacterium.s__Corynebacterium_glutamicum	41.375	0
PF13793: N-terminal domain of ribose phosphate pyrophosphokinase	214.142	0
PF13793: N-terminal domain of ribose phosphate pyrophosphokinase|g__Chromobacterium.s__Chromobacterium_violaceum	100.284	0
PF13793: N-terminal domain of ribose phosphate pyrophosphokinase|g__Escherichia.s__Escherichia_coli	57.073	0
PF13793: N-terminal domain of ribose phosphate pyrophosphokinase|g__Polaromonas.s__Polaromonas_naphthalenivorans	15.865	0
PF13793: N-terminal domain of ribose phosphate pyrophosphokinase|unclassified	40.92	0
PF13801: Heavy-metal resistance	30.409	0
PF13801: Heavy-metal resistance|g__Escherichia.s__Escherichia_coli	30.409	0
PF13806: Rieske-like [2Fe-2S] domain	16.097	0
PF13806: Rieske-like [2Fe-2S] domain|unclassified	16.097	0
PF13807: G-rich domain on putative tyrosine kinase	25.249	0
PF13807: G-rich domain on putative tyrosine kinase|unclassified	25.249	0
PF13808: DDE_Tnp_1-associated	42.527	0
PF13808: DDE_Tnp_1-associated|g__Escherichia.s__Escherichia_coli	22.238	0
PF13808: DDE_Tnp_1-associated|unclassified	20.289	0
PF13817: IS66 C-terminal element	131.167	0
PF13817: IS66 C-terminal element|g__Polaromonas.s__Polaromonas_naphthalenivorans	103.206	0
PF13817: IS66 C-terminal element|g__Roseobacter.s__Roseobacter_denitrificans	27.961	0
PF13823: Alcohol dehydrogenase GroES-associated	24.122	0
PF13823: Alcohol dehydrogenase GroES-associated|g__Escherichia.s__Escherichia_coli	24.122	0
PF13829: Domain of unknown function (DUF4191)	21.056	0
PF13829: Domain of unknown function (DUF4191)|g__Corynebacterium.s__Corynebacterium_glutamicum	21.056	0
PF13840: ACT domain	23.745	0
PF13840: ACT domain|g__Chromobacterium.s__Chromobacterium_violaceum	8.27	0
PF13840: ACT domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	8.071	0
PF13840: ACT domain|unclassified	7.404	0
PF13845: Septum formation	20.003	0
PF13845: Septum formation|g__Corynebacterium.s__Corynebacterium_glutamicum	20.003	0
PF13847: Methyltransferase domain	181.913	0
PF13847: Methyltransferase domain|g__Escherichia.s__Escherichia_coli	114.47	0
PF13847: Methyltransferase domain|unclassified	67.443	0
PF13860: FlgD Ig-like domain	87.564	0
PF13860: FlgD Ig-like domain|g__Escherichia.s__Escherichia_coli	70.132	0
PF13860: FlgD Ig-like domain|unclassified	17.431	0
PF13861: FlgD Tudor-like domain	17.431	0
PF13861: FlgD Tudor-like domain|unclassified	17.431	0
PF13932: GidA associated domain	65.683	0
PF13932: GidA associated domain|g__Escherichia.s__Escherichia_coli	45.066	0
PF13932: GidA associated domain|unclassified	20.617	0
PF13940: Toxin Ldr, type I toxin-antitoxin system	72.374	0
PF13940: Toxin Ldr, type I toxin-antitoxin system|g__Escherichia.s__Escherichia_coli	72.374	0
PF13953: PapC C-terminal domain	34.711	0
PF13953: PapC C-terminal domain|g__Escherichia.s__Escherichia_coli	12.689	0
PF13953: PapC C-terminal domain|unclassified	22.022	0
PF13954: PapC N-terminal domain	77.984	0
PF13954: PapC N-terminal domain|g__Escherichia.s__Escherichia_coli	67.725	0
PF13954: PapC N-terminal domain|unclassified	10.259	0
PF13977: BetI-type transcriptional repressor, C-terminal	192.043	0
PF13977: BetI-type transcriptional repressor, C-terminal|g__Escherichia.s__Escherichia_coli	167.771	0
PF13977: BetI-type transcriptional repressor, C-terminal|g__Roseobacter.s__Roseobacter_denitrificans	24.272	0
PF13981: SopA-like central domain	236.73	0
PF13981: SopA-like central domain|g__Escherichia.s__Escherichia_coli	230.461	0
PF13981: SopA-like central domain|unclassified	6.269	0
PF13983: YsaB-like lipoprotein	1990.29	0
PF13983: YsaB-like lipoprotein|g__Escherichia.s__Escherichia_coli	1990.29	0
PF13987: YedD-like protein	315.927	0
PF13987: YedD-like protein|g__Escherichia.s__Escherichia_coli	315.927	0
PF13989: YejG-like protein	69.046	0
PF13989: YejG-like protein|g__Escherichia.s__Escherichia_coli	69.046	0
PF13990: YjcZ-like protein	51.399	0
PF13990: YjcZ-like protein|g__Escherichia.s__Escherichia_coli	51.399	0
PF13994: PgaD-like protein	48.978	0
PF13994: PgaD-like protein|g__Chromobacterium.s__Chromobacterium_violaceum	37.202	0
PF13994: PgaD-like protein|unclassified	11.777	0
PF14002: YniB-like protein	110.622	0
PF14002: YniB-like protein|g__Escherichia.s__Escherichia_coli	110.622	0
PF14012: Protein of unknown function (DUF4229)	184.178	0
PF14012: Protein of unknown function (DUF4229)|g__Corynebacterium.s__Corynebacterium_glutamicum	184.178	0
PF14017: Protein of unknown function (DUF4233)	59.235	0
PF14017: Protein of unknown function (DUF4233)|unclassified	59.235	0
PF14023: Protein of unknown function (DUF4239)	10.817	0
PF14023: Protein of unknown function (DUF4239)|g__Chromobacterium.s__Chromobacterium_violaceum	10.817	0
PF14104: Domain of unknown function (DUF4277)	29.085	0
PF14104: Domain of unknown function (DUF4277)|unclassified	29.085	0
PF14155: Domain of unknown function (DUF4307)	180.088	0
PF14155: Domain of unknown function (DUF4307)|g__Corynebacterium.s__Corynebacterium_glutamicum	180.088	0
PF14187: Domain of unknown function (DUF4310)	38.955	0
PF14187: Domain of unknown function (DUF4310)|g__Escherichia.s__Escherichia_coli	38.955	0
PF14189: Domain of unknown function (DUF4312)	36.857	0
PF14189: Domain of unknown function (DUF4312)|g__Escherichia.s__Escherichia_coli	36.857	0
PF14220: Domain of unknown function (DUF4329)	126.501	0
PF14220: Domain of unknown function (DUF4329)|g__Escherichia.s__Escherichia_coli	126.501	0
PF14226: non-haem dioxygenase in morphine synthesis N-terminal	54.687	0
PF14226: non-haem dioxygenase in morphine synthesis N-terminal|g__Escherichia.s__Escherichia_coli	37.82	0
PF14226: non-haem dioxygenase in morphine synthesis N-terminal|unclassified	16.867	0
PF14239: RRXRR protein	61.731	0
PF14239: RRXRR protein|g__Polaromonas.s__Polaromonas_naphthalenivorans	61.731	0
PF14279: HNH endonuclease	75.838	0
PF14279: HNH endonuclease|g__Polaromonas.s__Polaromonas_naphthalenivorans	61.731	0
PF14279: HNH endonuclease|unclassified	14.107	0
PF14301: Domain of unknown function (DUF4376)	36.8	0
PF14301: Domain of unknown function (DUF4376)|g__Escherichia.s__Escherichia_coli	36.8	0
PF14310: Fibronectin type III-like domain	6.156	0
