# Gene Family	SRS1007613.eggnog	tiny-test-data-mt.eggnog
ENOG4106Z1T: NO_NAME|g__Escherichia.s__Escherichia_coli	66.087	0
ENOG41070EG: NO_NAME	53.021	0
ENOG41070EG: NO_NAME|g__Escherichia.s__Escherichia_coli	31.907	0
ENOG41070EG: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	21.114	0
ENOG41070KJ: NO_NAME	31.481	0
ENOG41070KJ: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	31.481	0
ENOG41071DT: NO_NAME	123.907	0
ENOG41071DT: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	48.104	0
ENOG41071DT: NO_NAME|g__Escherichia.s__Escherichia_coli	49.017	0
ENOG41071DT: NO_NAME|unclassified	26.785	0
ENOG41071G1: NO_NAME	15.796	0
ENOG41071G1: NO_NAME|unclassified	15.796	0
ENOG41071MT: NO_NAME	84.657	0
ENOG41071MT: NO_NAME|g__Escherichia.s__Escherichia_coli	84.657	0
ENOG41071NU: NO_NAME	155.35	0
ENOG41071NU: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	155.35	0
ENOG41071R3: NO_NAME	239.574	0
ENOG41071R3: NO_NAME|g__Escherichia.s__Escherichia_coli	239.574	0
ENOG41072GX: NO_NAME	12.362	0
ENOG41072GX: NO_NAME|g__Escherichia.s__Escherichia_coli	12.362	0
ENOG41073DA: NO_NAME	23.279	0
ENOG41073DA: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	23.279	0
ENOG41073DY: NO_NAME	48.088	0
ENOG41073DY: NO_NAME|g__Escherichia.s__Escherichia_coli	48.088	0
ENOG41074DU: NO_NAME	29.112	0
ENOG41074DU: NO_NAME|g__Escherichia.s__Escherichia_coli	29.112	0
ENOG410755N: NO_NAME	192.612	0
ENOG410755N: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	192.612	0
ENOG410759A: NO_NAME	641.315	0
ENOG410759A: NO_NAME|g__Escherichia.s__Escherichia_coli	641.315	0
ENOG41075W9: NO_NAME	18.688	0
ENOG41075W9: NO_NAME|g__Escherichia.s__Escherichia_coli	18.688	0
ENOG41076HS: NO_NAME	95.408	0
ENOG41076HS: NO_NAME|g__Escherichia.s__Escherichia_coli	95.408	0
ENOG41076MN: NO_NAME	17.174	0
ENOG41076MN: NO_NAME|g__Escherichia.s__Escherichia_coli	17.174	0
ENOG41076ZU: NO_NAME	575.302	0
ENOG41076ZU: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	575.302	0
ENOG4107753: NO_NAME	221.143	0
ENOG4107753: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	221.143	0
ENOG41077RS: NO_NAME	16.244	0
ENOG41077RS: NO_NAME|unclassified	16.244	0
ENOG4107835: NO_NAME	133.537	0
ENOG4107835: NO_NAME|g__Escherichia.s__Escherichia_coli	133.537	0
ENOG41079A0: NO_NAME	87.955	0
ENOG41079A0: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	75.745	0
ENOG41079A0: NO_NAME|unclassified	12.21	0
ENOG41079GE: NO_NAME	46.286	0
ENOG41079GE: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	46.286	0
ENOG4107AJV: NO_NAME	15.926	0
ENOG4107AJV: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	15.926	0
ENOG4107AQZ: NO_NAME	118.196	0
ENOG4107AQZ: NO_NAME|g__Escherichia.s__Escherichia_coli	118.196	0
ENOG4107B2H: NO_NAME	32.617	0
ENOG4107B2H: NO_NAME|g__Escherichia.s__Escherichia_coli	32.617	0
ENOG4107B7Y: NO_NAME	4.459	0
ENOG4107B7Y: NO_NAME|unclassified	4.459	0
ENOG4107BVJ: NO_NAME	61.338	0
ENOG4107BVJ: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	61.338	0
ENOG4107CDU: NO_NAME	39.274	0
ENOG4107CDU: NO_NAME|g__Escherichia.s__Escherichia_coli	39.274	0
ENOG4107E9C: NO_NAME	4017.28	0
ENOG4107E9C: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	4017.28	0
ENOG4107EDW: NO_NAME	49.604	0
ENOG4107EDW: NO_NAME|g__Escherichia.s__Escherichia_coli	49.604	0
ENOG4107EEK: NO_NAME	70.346	0
ENOG4107EEK: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	28.878	0
ENOG4107EEK: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	41.469	0
ENOG4107EEN: NO_NAME	61.074	0
ENOG4107EEN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	23.151	0
ENOG4107EEN: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	9.656	0
ENOG4107EEN: NO_NAME|g__Escherichia.s__Escherichia_coli	28.267	0
ENOG4107EEX: NO_NAME	41.987	0
ENOG4107EEX: NO_NAME|g__Escherichia.s__Escherichia_coli	41.987	0
ENOG4107EFV: NO_NAME	8.905	0
ENOG4107EFV: NO_NAME|g__Escherichia.s__Escherichia_coli	8.905	0
ENOG4107EGX: NO_NAME	17.179	0
ENOG4107EGX: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	17.179	0
ENOG4107EII: NO_NAME	19.228	0
ENOG4107EII: NO_NAME|g__Escherichia.s__Escherichia_coli	19.228	0
ENOG4107EJG: NO_NAME	186.706	0
ENOG4107EJG: NO_NAME|g__Escherichia.s__Escherichia_coli	186.706	0
ENOG4107EV4: NO_NAME	43.646	0
ENOG4107EV4: NO_NAME|g__Escherichia.s__Escherichia_coli	43.646	0
ENOG4107EXU: NO_NAME	10.077	0
ENOG4107EXU: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	10.077	0
ENOG4107F9Y: NO_NAME	9.227	0
ENOG4107F9Y: NO_NAME|g__Escherichia.s__Escherichia_coli	9.227	0
ENOG4107FB0: NO_NAME	20.309	0
ENOG4107FB0: NO_NAME|unclassified	20.309	0
ENOG4107FQ9: NO_NAME	23.814	0
ENOG4107FQ9: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	15.624	0
ENOG4107FQ9: NO_NAME|g__Escherichia.s__Escherichia_coli	8.19	0
ENOG4107FQX: NO_NAME	14.016	0
ENOG4107FQX: NO_NAME|g__Escherichia.s__Escherichia_coli	14.016	0
ENOG4107FS9: NO_NAME	84.107	0
ENOG4107FS9: NO_NAME|g__Escherichia.s__Escherichia_coli	84.107	0
ENOG4107GFK: NO_NAME	25.802	0
ENOG4107GFK: NO_NAME|unclassified	25.802	0
ENOG4107GZ4: NO_NAME	68.255	0
ENOG4107GZ4: NO_NAME|g__Escherichia.s__Escherichia_coli	68.255	0
ENOG4107H3J: NO_NAME	54.22	0
ENOG4107H3J: NO_NAME|g__Escherichia.s__Escherichia_coli	54.22	0
ENOG4107H9G: NO_NAME	19.98	0
ENOG4107H9G: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	19.98	0
ENOG4107HQ7: NO_NAME	17.918	0
ENOG4107HQ7: NO_NAME|unclassified	17.918	0
ENOG4107IFA: NO_NAME	5.176	0
ENOG4107IFA: NO_NAME|unclassified	5.176	0
ENOG4107IIA: NO_NAME	86.035	0
ENOG4107IIA: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	86.035	0
ENOG4107JC6: NO_NAME	10.719	0
ENOG4107JC6: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	10.719	0
ENOG4107JEE: NO_NAME	26.675	0
ENOG4107JEE: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	26.675	0
ENOG4107K6C: NO_NAME	36.115	0
ENOG4107K6C: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	36.115	0
ENOG4107KFG: NO_NAME	199.879	0
ENOG4107KFG: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	199.879	0
ENOG4107KGK: NO_NAME	38.425	0
ENOG4107KGK: NO_NAME|g__Escherichia.s__Escherichia_coli	16.187	0
ENOG4107KGK: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	22.238	0
ENOG4107MNS: NO_NAME	173.068	0
ENOG4107MNS: NO_NAME|g__Escherichia.s__Escherichia_coli	173.068	0
ENOG4107N1Q: NO_NAME	51.814	0
ENOG4107N1Q: NO_NAME|unclassified	51.814	0
ENOG4107NQ8: NO_NAME	69.047	0
ENOG4107NQ8: NO_NAME|g__Escherichia.s__Escherichia_coli	69.047	0
ENOG4107P2S: NO_NAME	26.719	0
ENOG4107P2S: NO_NAME|g__Escherichia.s__Escherichia_coli	26.719	0
ENOG4107PE3: NO_NAME	65.444	0
ENOG4107PE3: NO_NAME|g__Escherichia.s__Escherichia_coli	65.444	0
ENOG4107PN8: NO_NAME	110.622	0
ENOG4107PN8: NO_NAME|g__Escherichia.s__Escherichia_coli	110.622	0
ENOG4107Q3G: NO_NAME	37.202	0
ENOG4107Q3G: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	37.202	0
ENOG4107QF7: NO_NAME	18.591	0
ENOG4107QF7: NO_NAME|g__Escherichia.s__Escherichia_coli	18.591	0
ENOG4107QHF: NO_NAME	32.306	0
ENOG4107QHF: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	24.225	0
ENOG4107QHF: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	8.08	0
ENOG4107QI1: NO_NAME	14.838	0
ENOG4107QI1: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	14.838	0
ENOG4107QIB: NO_NAME	57.884	0
ENOG4107QIB: NO_NAME|g__Escherichia.s__Escherichia_coli	5.11	0
ENOG4107QIB: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	35.694	0
ENOG4107QIB: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	17.08	0
ENOG4107QIH: NO_NAME	50.354	0
ENOG4107QIH: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	24.045	0
ENOG4107QIH: NO_NAME|g__Escherichia.s__Escherichia_coli	17.056	0
ENOG4107QIH: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	9.253	0
ENOG4107QIJ: NO_NAME	28.537	0
ENOG4107QIJ: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	1.62	0
ENOG4107QIJ: NO_NAME|g__Escherichia.s__Escherichia_coli	20.484	0
ENOG4107QIJ: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	6.433	0
ENOG4107QIW: NO_NAME	44.479	0
ENOG4107QIW: NO_NAME|g__Escherichia.s__Escherichia_coli	23.143	0
ENOG4107QIW: NO_NAME|unclassified	21.336	0
ENOG4107QJG: NO_NAME	20.737	0
ENOG4107QJG: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	20.737	0
ENOG4107QJK: NO_NAME	17.469	0
ENOG4107QJK: NO_NAME|unclassified	17.469	0
ENOG4107QK2: NO_NAME	23.464	0
ENOG4107QK2: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	23.464	0
ENOG4107QK5: NO_NAME	64.025	0
ENOG4107QK5: NO_NAME|g__Escherichia.s__Escherichia_coli	64.025	0
ENOG4107QM1: NO_NAME	16.057	0
ENOG4107QM1: NO_NAME|g__Escherichia.s__Escherichia_coli	16.057	0
ENOG4107QMP: NO_NAME	31.969	0
ENOG4107QMP: NO_NAME|g__Escherichia.s__Escherichia_coli	31.969	0
ENOG4107QMS: NO_NAME	22.354	0
ENOG4107QMS: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	12.173	0
ENOG4107QMS: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	10.181	0
ENOG4107QMV: NO_NAME	21.734	0
ENOG4107QMV: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	11.133	0
ENOG4107QMV: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	10.601	0
ENOG4107QN1: NO_NAME	13.937	0
ENOG4107QN1: NO_NAME|g__Escherichia.s__Escherichia_coli	13.937	0
ENOG4107QN2: NO_NAME	54.954	0
ENOG4107QN2: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	5.377	0
ENOG4107QN2: NO_NAME|g__Escherichia.s__Escherichia_coli	27.843	0
ENOG4107QN2: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	21.734	0
ENOG4107QN8: NO_NAME	17.532	0
ENOG4107QN8: NO_NAME|g__Escherichia.s__Escherichia_coli	12.925	0
ENOG4107QN8: NO_NAME|unclassified	4.606	0
ENOG4107QNB: NO_NAME	27.855	0
ENOG4107QNB: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	27.855	0
ENOG4107QNJ: NO_NAME	83.399	0
ENOG4107QNJ: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	23.415	0
ENOG4107QNJ: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	30.386	0
ENOG4107QNJ: NO_NAME|unclassified	29.598	0
ENOG4107QNK: NO_NAME	188.845	0
ENOG4107QNK: NO_NAME|g__Escherichia.s__Escherichia_coli	79.964	0
ENOG4107QNK: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	98.526	0
ENOG4107QNK: NO_NAME|unclassified	10.355	0
ENOG4107QP3: NO_NAME	36.659	0
ENOG4107QP3: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	8.243	0
ENOG4107QP3: NO_NAME|g__Escherichia.s__Escherichia_coli	4.138	0
ENOG4107QP3: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	10.155	0
ENOG4107QP3: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	14.123	0
ENOG4107QP7: NO_NAME	47.965	0
ENOG4107QP7: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	47.965	0
ENOG4107QP8: NO_NAME	5.438	0
ENOG4107QP8: NO_NAME|unclassified	5.438	0
ENOG4107QPA: NO_NAME	11.646	0
ENOG4107QPA: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	5.077	0
ENOG4107QPA: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	6.569	0
ENOG4107QPD: NO_NAME	20.645	0
ENOG4107QPD: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	8.505	0
ENOG4107QPD: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	12.14	0
ENOG4107QPN: NO_NAME	37.333	0
ENOG4107QPN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	7.709	0
ENOG4107QPN: NO_NAME|g__Escherichia.s__Escherichia_coli	25.246	0
ENOG4107QPN: NO_NAME|unclassified	4.378	0
ENOG4107QQC: NO_NAME	7.791	0
ENOG4107QQC: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	7.791	0
ENOG4107QQN: NO_NAME	32.264	0
ENOG4107QQN: NO_NAME|g__Escherichia.s__Escherichia_coli	4.117	0
ENOG4107QQN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	28.147	0
ENOG4107QRI: NO_NAME	33.539	0
ENOG4107QRI: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	33.539	0
ENOG4107QS8: NO_NAME	38.406	0
ENOG4107QS8: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	38.406	0
ENOG4107QSI: NO_NAME	42.565	0
ENOG4107QSI: NO_NAME|g__Escherichia.s__Escherichia_coli	42.565	0
ENOG4107QTF: NO_NAME	68.834	0
ENOG4107QTF: NO_NAME|g__Escherichia.s__Escherichia_coli	51.72	0
ENOG4107QTF: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	6.231	0
ENOG4107QTF: NO_NAME|unclassified	10.883	0
ENOG4107QTG: NO_NAME	91.515	0
ENOG4107QTG: NO_NAME|g__Escherichia.s__Escherichia_coli	91.515	0
ENOG4107QUT: NO_NAME	28.438	0
ENOG4107QUT: NO_NAME|g__Escherichia.s__Escherichia_coli	28.438	0
ENOG4107QV9: NO_NAME	125.508	0
ENOG4107QV9: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	125.508	0
ENOG4107QX9: NO_NAME	3.124	0
ENOG4107QX9: NO_NAME|unclassified	3.124	0
ENOG4107QXV: NO_NAME	71.893	0
ENOG4107QXV: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	71.893	0
ENOG4107QY8: NO_NAME	14.168	0
ENOG4107QY8: NO_NAME|unclassified	14.168	0
ENOG4107QYT: NO_NAME	23.179	0
ENOG4107QYT: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	23.179	0
ENOG4107QZ7: NO_NAME	13.444	0
ENOG4107QZ7: NO_NAME|g__Escherichia.s__Escherichia_coli	13.444	0
ENOG4107QZF: NO_NAME	12.157	0
ENOG4107QZF: NO_NAME|unclassified	12.157	0
ENOG4107QZR: NO_NAME	28.152	0
ENOG4107QZR: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	16.731	0
ENOG4107QZR: NO_NAME|unclassified	11.42	0
ENOG4107R08: NO_NAME	90.468	0
ENOG4107R08: NO_NAME|g__Escherichia.s__Escherichia_coli	90.468	0
ENOG4107R0R: NO_NAME	21.054	0
ENOG4107R0R: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	21.054	0
ENOG4107R0W: NO_NAME	51.987	0
ENOG4107R0W: NO_NAME|g__Escherichia.s__Escherichia_coli	51.987	0
ENOG4107R11: NO_NAME	24.902	0
ENOG4107R11: NO_NAME|g__Escherichia.s__Escherichia_coli	14.427	0
ENOG4107R11: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	10.475	0
ENOG4107R1I: NO_NAME	21.177	0
ENOG4107R1I: NO_NAME|g__Escherichia.s__Escherichia_coli	21.177	0
ENOG4107R1Q: NO_NAME	21.065	0
ENOG4107R1Q: NO_NAME|g__Escherichia.s__Escherichia_coli	21.065	0
ENOG4107R30: NO_NAME	22.504	0
ENOG4107R30: NO_NAME|g__Escherichia.s__Escherichia_coli	22.504	0
ENOG4107R3A: NO_NAME	27.022	0
ENOG4107R3A: NO_NAME|g__Escherichia.s__Escherichia_coli	27.022	0
ENOG4107R4N: NO_NAME	80.621	0
ENOG4107R4N: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	80.621	0
ENOG4107R4Q: NO_NAME	19.697	0
ENOG4107R4Q: NO_NAME|g__Escherichia.s__Escherichia_coli	6.559	0
ENOG4107R4Q: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	13.137	0
ENOG4107R5H: NO_NAME	39.673	0
ENOG4107R5H: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	39.673	0
ENOG4107R6K: NO_NAME	26.277	0
ENOG4107R6K: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	26.277	0
ENOG4107R7Y: NO_NAME	59.212	0
ENOG4107R7Y: NO_NAME|g__Escherichia.s__Escherichia_coli	59.212	0
ENOG4107R8F: NO_NAME	31.317	0
ENOG4107R8F: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	31.317	0
ENOG4107R8K: NO_NAME	28.718	0
ENOG4107R8K: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	28.718	0
ENOG4107RAZ: NO_NAME	84.798	0
ENOG4107RAZ: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	84.798	0
ENOG4107RD7: NO_NAME	39.122	0
ENOG4107RD7: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	14.009	0
ENOG4107RD7: NO_NAME|g__Escherichia.s__Escherichia_coli	25.113	0
ENOG4107RE5: NO_NAME	29.742	0
ENOG4107RE5: NO_NAME|g__Escherichia.s__Escherichia_coli	29.742	0
ENOG4107RET: NO_NAME	17.517	0
ENOG4107RET: NO_NAME|unclassified	17.517	0
ENOG4107REU: NO_NAME	26.104	0
ENOG4107REU: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	26.104	0
ENOG4107RFD: NO_NAME	18.306	0
ENOG4107RFD: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	18.306	0
ENOG4107RH7: NO_NAME	43.435	0
ENOG4107RH7: NO_NAME|g__Escherichia.s__Escherichia_coli	27.455	0
ENOG4107RH7: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	15.98	0
ENOG4107RH8: NO_NAME	26.797	0
ENOG4107RH8: NO_NAME|g__Escherichia.s__Escherichia_coli	26.797	0
ENOG4107RJ7: NO_NAME	66.521	0
ENOG4107RJ7: NO_NAME|g__Escherichia.s__Escherichia_coli	66.521	0
ENOG4107RJJ: NO_NAME	33.401	0
ENOG4107RJJ: NO_NAME|g__Escherichia.s__Escherichia_coli	33.401	0
ENOG4107RM6: NO_NAME	20.158	0
ENOG4107RM6: NO_NAME|unclassified	20.158	0
ENOG4107RMF: NO_NAME	11.702	0
ENOG4107RMF: NO_NAME|unclassified	11.702	0
ENOG4107RMY: NO_NAME	6.923	0
ENOG4107RMY: NO_NAME|unclassified	6.923	0
ENOG4107RNH: NO_NAME	71.443	0
ENOG4107RNH: NO_NAME|g__Escherichia.s__Escherichia_coli	71.443	0
ENOG4107RRD: NO_NAME	70.546	0
ENOG4107RRD: NO_NAME|g__Escherichia.s__Escherichia_coli	70.546	0
ENOG4107RT5: NO_NAME	2.508	0
ENOG4107RT5: NO_NAME|unclassified	2.508	0
ENOG4107RUE: NO_NAME	37.456	0
ENOG4107RUE: NO_NAME|g__Escherichia.s__Escherichia_coli	37.456	0
ENOG4107RUY: NO_NAME	11.189	0
ENOG4107RUY: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	11.189	0
ENOG4107RWI: NO_NAME	22.67	0
ENOG4107RWI: NO_NAME|g__Escherichia.s__Escherichia_coli	22.67	0
ENOG4107RXY: NO_NAME	31.723	0
ENOG4107RXY: NO_NAME|g__Escherichia.s__Escherichia_coli	31.723	0
ENOG4107S7E: NO_NAME	50.59	0
ENOG4107S7E: NO_NAME|g__Escherichia.s__Escherichia_coli	50.59	0
ENOG4107SBP: NO_NAME	63.224	0
ENOG4107SBP: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	63.224	0
ENOG4107SCQ: NO_NAME	25.778	0
ENOG4107SCQ: NO_NAME|g__Escherichia.s__Escherichia_coli	25.778	0
ENOG4107SDF: NO_NAME	13.828	0
ENOG4107SDF: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	13.828	0
ENOG4107SI7: NO_NAME	58.024	0
ENOG4107SI7: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	52.794	0
ENOG4107SI7: NO_NAME|g__Escherichia.s__Escherichia_coli	5.231	0
ENOG4107SMH: NO_NAME	12.629	0
ENOG4107SMH: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	12.629	0
ENOG4107STF: NO_NAME	112.865	0
ENOG4107STF: NO_NAME|g__Escherichia.s__Escherichia_coli	112.865	0
ENOG4107SV5: NO_NAME	12.502	0
ENOG4107SV5: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	12.502	0
ENOG4107SZ8: NO_NAME	23.143	0
ENOG4107SZ8: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	23.143	0
ENOG4107T1C: NO_NAME	22.216	0
ENOG4107T1C: NO_NAME|unclassified	22.216	0
ENOG4107T1U: NO_NAME	18.601	0
ENOG4107T1U: NO_NAME|g__Escherichia.s__Escherichia_coli	18.601	0
ENOG4107T3P: NO_NAME	20.908	0
ENOG4107T3P: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	20.908	0
ENOG4107T9W: NO_NAME	23.63	0
ENOG4107T9W: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	23.63	0
ENOG4107T9Z: NO_NAME	107.512	0
ENOG4107T9Z: NO_NAME|g__Escherichia.s__Escherichia_coli	40.044	0
ENOG4107T9Z: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	67.467	0
ENOG4107TC9: NO_NAME	20.93	0
ENOG4107TC9: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	20.93	0
ENOG4107TCW: NO_NAME	11.874	0
ENOG4107TCW: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	11.874	0
ENOG4107TDF: NO_NAME	12.474	0
ENOG4107TDF: NO_NAME|g__Escherichia.s__Escherichia_coli	12.474	0
ENOG4107TFG: NO_NAME	33.544	0
ENOG4107TFG: NO_NAME|g__Escherichia.s__Escherichia_coli	33.544	0
ENOG4107TH8: NO_NAME	337.59	0
ENOG4107TH8: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	60.855	0
ENOG4107TH8: NO_NAME|g__Escherichia.s__Escherichia_coli	276.735	0
ENOG4107TK4: NO_NAME	26.874	0
ENOG4107TK4: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	26.874	0
ENOG4107TM6: NO_NAME	19.995	0
ENOG4107TM6: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	19.995	0
ENOG4107TVP: NO_NAME	48.499	0
ENOG4107TVP: NO_NAME|unclassified	48.499	0
ENOG4107TYA: NO_NAME	11.273	0
ENOG4107TYA: NO_NAME|unclassified	11.273	0
ENOG4107TZ2: NO_NAME	29.236	0
ENOG4107TZ2: NO_NAME|g__Escherichia.s__Escherichia_coli	29.236	0
ENOG4107U7B: NO_NAME	50.152	0
ENOG4107U7B: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	50.152	0
ENOG4107UB3: NO_NAME	91.79	0
ENOG4107UB3: NO_NAME|g__Escherichia.s__Escherichia_coli	91.79	0
ENOG4107UGJ: NO_NAME	18.758	0
ENOG4107UGJ: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	18.758	0
ENOG4107UIY: NO_NAME	13.269	0
ENOG4107UIY: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	13.269	0
ENOG4107UW8: NO_NAME	48.387	0
ENOG4107UW8: NO_NAME|g__Escherichia.s__Escherichia_coli	48.387	0
ENOG4107UXM: NO_NAME	74.124	0
ENOG4107UXM: NO_NAME|g__Escherichia.s__Escherichia_coli	74.124	0
ENOG4107V3E: NO_NAME	42.574	0
ENOG4107V3E: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	42.574	0
ENOG4107VBA: NO_NAME	102.399	0
ENOG4107VBA: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	102.399	0
ENOG4107VBM: NO_NAME	49.808	0
ENOG4107VBM: NO_NAME|g__Escherichia.s__Escherichia_coli	49.808	0
ENOG4107VMU: NO_NAME	114.877	0
ENOG4107VMU: NO_NAME|g__Escherichia.s__Escherichia_coli	114.877	0
ENOG4107VR7: NO_NAME	20.546	0
ENOG4107VR7: NO_NAME|g__Escherichia.s__Escherichia_coli	20.546	0
ENOG4107VXE: NO_NAME	41.536	0
ENOG4107VXE: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	41.536	0
ENOG4107W6W: NO_NAME	11.359	0
ENOG4107W6W: NO_NAME|g__Escherichia.s__Escherichia_coli	11.359	0
ENOG4107W7W: NO_NAME	23.718	0
ENOG4107W7W: NO_NAME|g__Escherichia.s__Escherichia_coli	16.796	0
ENOG4107W7W: NO_NAME|unclassified	6.923	0
ENOG4107WAU: NO_NAME	1990.29	0
ENOG4107WAU: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	1990.29	0
ENOG4107WI0: NO_NAME	42.407	0
ENOG4107WI0: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	23.28	0
