# Gene Family	SRS1007613.go	tiny-test-data-mt.go
GO:0047681: [MF] aryl-alcohol dehydrogenase (NADP+) activity	70.812	0
GO:0047681: [MF] aryl-alcohol dehydrogenase (NADP+) activity|g__Chromobacterium.s__Chromobacterium_violaceum	43.238	0
GO:0047681: [MF] aryl-alcohol dehydrogenase (NADP+) activity|g__Escherichia.s__Escherichia_coli	27.575	0
GO:0047693: [MF] ATP diphosphatase activity	107.403	0
GO:0047693: [MF] ATP diphosphatase activity|g__Escherichia.s__Escherichia_coli	11.027	0
GO:0047693: [MF] ATP diphosphatase activity|unclassified	96.376	0
GO:0047733: [MF] CDP-glucose 4,6-dehydratase activity	14.116	0
GO:0047733: [MF] CDP-glucose 4,6-dehydratase activity|g__Chromobacterium.s__Chromobacterium_violaceum	14.116	0
GO:0047746: [MF] chlorophyllase activity	9.026	0
GO:0047746: [MF] chlorophyllase activity|unclassified	9.026	0
GO:0047753: [MF] choline-sulfatase activity	40.35	0
GO:0047753: [MF] choline-sulfatase activity|unclassified	40.35	0
GO:0047769: [MF] arogenate dehydratase activity	30.301	0
GO:0047769: [MF] arogenate dehydratase activity|g__Chromobacterium.s__Chromobacterium_violaceum	30.301	0
GO:0047770: [MF] carboxylate reductase activity	30.644	0
GO:0047770: [MF] carboxylate reductase activity|g__Escherichia.s__Escherichia_coli	11.825	0
GO:0047770: [MF] carboxylate reductase activity|unclassified	18.82	0
GO:0047804: [MF] cysteine-S-conjugate beta-lyase activity	105.57	0
GO:0047804: [MF] cysteine-S-conjugate beta-lyase activity|g__Corynebacterium.s__Corynebacterium_glutamicum	33.61	0
GO:0047804: [MF] cysteine-S-conjugate beta-lyase activity|g__Escherichia.s__Escherichia_coli	53.557	0
GO:0047804: [MF] cysteine-S-conjugate beta-lyase activity|g__Staphylococcus.s__Staphylococcus_epidermidis	18.402	0
GO:0047834: [MF] D-threo-aldose 1-dehydrogenase activity	31.187	0
GO:0047834: [MF] D-threo-aldose 1-dehydrogenase activity|g__Escherichia.s__Escherichia_coli	31.187	0
GO:0047850: [MF] diaminopimelate dehydrogenase activity	89.622	0
GO:0047850: [MF] diaminopimelate dehydrogenase activity|g__Corynebacterium.s__Corynebacterium_glutamicum	89.622	0
GO:0047922: [MF] gentisate 1,2-dioxygenase activity	73.028	0
GO:0047922: [MF] gentisate 1,2-dioxygenase activity|g__Corynebacterium.s__Corynebacterium_glutamicum	53.188	0
GO:0047922: [MF] gentisate 1,2-dioxygenase activity|g__Polaromonas.s__Polaromonas_naphthalenivorans	19.84	0
GO:0047938: [MF] glucose-6-phosphate 1-epimerase activity	11.245	0
GO:0047938: [MF] glucose-6-phosphate 1-epimerase activity|g__Chromobacterium.s__Chromobacterium_violaceum	11.245	0
GO:0047952: [MF] glycerol-3-phosphate dehydrogenase [NAD(P)+] activity	17.382	0
GO:0047952: [MF] glycerol-3-phosphate dehydrogenase [NAD(P)+] activity|unclassified	17.382	0
GO:0047975: [MF] guanosine phosphorylase activity	829.499	0
GO:0047975: [MF] guanosine phosphorylase activity|g__Escherichia.s__Escherichia_coli	829.499	0
GO:0048001: [MF] erythrose-4-phosphate dehydrogenase activity	43.762	0
GO:0048001: [MF] erythrose-4-phosphate dehydrogenase activity|g__Escherichia.s__Escherichia_coli	22.399	0
GO:0048001: [MF] erythrose-4-phosphate dehydrogenase activity|unclassified	21.363	0
GO:0048027: [MF] mRNA 5'-UTR binding	52.171	0
GO:0048027: [MF] mRNA 5'-UTR binding|g__Escherichia.s__Escherichia_coli	49.041	0
GO:0048027: [MF] mRNA 5'-UTR binding|g__Staphylococcus.s__Staphylococcus_epidermidis	3.13	0
GO:0048029: [MF] monosaccharide binding	65.843	0
GO:0048029: [MF] monosaccharide binding|g__Escherichia.s__Escherichia_coli	34.905	0
GO:0048029: [MF] monosaccharide binding|unclassified	30.939	0
GO:0048034: [BP] heme O biosynthetic process	196.013	0
GO:0048034: [BP] heme O biosynthetic process|g__Chromobacterium.s__Chromobacterium_violaceum	14.764	0
GO:0048034: [BP] heme O biosynthetic process|g__Escherichia.s__Escherichia_coli	152.396	0
GO:0048034: [BP] heme O biosynthetic process|g__Staphylococcus.s__Staphylococcus_epidermidis	28.854	0
GO:0048037: [MF] cofactor binding	240.466	0
GO:0048037: [MF] cofactor binding|g__Chromobacterium.s__Chromobacterium_violaceum	27.895	0
GO:0048037: [MF] cofactor binding|g__Corynebacterium.s__Corynebacterium_glutamicum	14.329	0
GO:0048037: [MF] cofactor binding|g__Escherichia.s__Escherichia_coli	94.392	0
GO:0048037: [MF] cofactor binding|g__Polaromonas.s__Polaromonas_naphthalenivorans	19.008	0
GO:0048037: [MF] cofactor binding|g__Roseobacter.s__Roseobacter_denitrificans	62.04	0
GO:0048037: [MF] cofactor binding|unclassified	22.803	0
GO:0048038: [MF] quinone binding	2406.357	0
GO:0048038: [MF] quinone binding|g__Chromobacterium.s__Chromobacterium_violaceum	1699.504	0
GO:0048038: [MF] quinone binding|g__Escherichia.s__Escherichia_coli	299.872	0
GO:0048038: [MF] quinone binding|g__Polaromonas.s__Polaromonas_naphthalenivorans	35.563	0
GO:0048038: [MF] quinone binding|g__Roseobacter.s__Roseobacter_denitrificans	140.234	0
GO:0048038: [MF] quinone binding|g__Staphylococcus.s__Staphylococcus_epidermidis	58.275	0
GO:0048038: [MF] quinone binding|unclassified	172.908	0
GO:0048046: [CC] apoplast	52.171	0
GO:0048046: [CC] apoplast|g__Escherichia.s__Escherichia_coli	49.041	0
GO:0048046: [CC] apoplast|g__Staphylococcus.s__Staphylococcus_epidermidis	3.13	0
GO:0048472: [MF] threonine-phosphate decarboxylase activity	8.293	0
GO:0048472: [MF] threonine-phosphate decarboxylase activity|unclassified	8.293	0
GO:0048473: [BP] D-methionine transport	17.201	0
GO:0048473: [BP] D-methionine transport|g__Escherichia.s__Escherichia_coli	17.201	0
GO:0048500: [CC] signal recognition particle	160.574	0
GO:0048500: [CC] signal recognition particle|g__Escherichia.s__Escherichia_coli	55.69	0
GO:0048500: [CC] signal recognition particle|g__Polaromonas.s__Polaromonas_naphthalenivorans	10.97	0
GO:0048500: [CC] signal recognition particle|g__Roseobacter.s__Roseobacter_denitrificans	44.034	0
GO:0048500: [CC] signal recognition particle|g__Staphylococcus.s__Staphylococcus_epidermidis	49.88	0
GO:0048529: [MF] magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase activity	11.918	0
GO:0048529: [MF] magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase activity|unclassified	11.918	0
GO:0050020: [MF] L-arabinonate dehydratase activity	24.507	0
GO:0050020: [MF] L-arabinonate dehydratase activity|g__Polaromonas.s__Polaromonas_naphthalenivorans	24.507	0
GO:0050032: [MF] L-rhamnonate dehydratase activity	24.902	0
GO:0050032: [MF] L-rhamnonate dehydratase activity|unclassified	24.902	0
GO:0050043: [MF] lactate racemase activity	31.903	0
GO:0050043: [MF] lactate racemase activity|g__Staphylococcus.s__Staphylococcus_epidermidis	31.903	0
GO:0050066: [MF] lysine 2,3-aminomutase activity	68.105	0
GO:0050066: [MF] lysine 2,3-aminomutase activity|g__Escherichia.s__Escherichia_coli	68.105	0
GO:0050071: [MF] lysyltransferase activity	17.561	0
GO:0050071: [MF] lysyltransferase activity|unclassified	17.561	0
GO:0050080: [MF] malonyl-CoA decarboxylase activity	46.201	0
GO:0050080: [MF] malonyl-CoA decarboxylase activity|unclassified	46.201	0
GO:0050084: [MF] mannitol-1-phosphatase activity	48.387	0
GO:0050084: [MF] mannitol-1-phosphatase activity|g__Escherichia.s__Escherichia_coli	48.387	0
GO:0050100: [MF] methylitaconate delta-isomerase activity	105.918	0
GO:0050100: [MF] methylitaconate delta-isomerase activity|g__Polaromonas.s__Polaromonas_naphthalenivorans	21.551	0
GO:0050100: [MF] methylitaconate delta-isomerase activity|unclassified	84.368	0
GO:0050109: [MF] morphine 6-dehydrogenase activity	22.434	0
GO:0050109: [MF] morphine 6-dehydrogenase activity|g__Corynebacterium.s__Corynebacterium_glutamicum	22.434	0
GO:0050112: [MF] inositol 2-dehydrogenase activity	18.226	0
GO:0050112: [MF] inositol 2-dehydrogenase activity|g__Corynebacterium.s__Corynebacterium_glutamicum	18.226	0
GO:0050114: [MF] myo-inosose-2 dehydratase activity	15.465	0
GO:0050114: [MF] myo-inosose-2 dehydratase activity|unclassified	15.465	0
GO:0050118: [MF] N-acetyldiaminopimelate deacetylase activity	32.269	0
GO:0050118: [MF] N-acetyldiaminopimelate deacetylase activity|unclassified	32.269	0
GO:0050129: [MF] N-formylglutamate deformylase activity	80.32	0
GO:0050129: [MF] N-formylglutamate deformylase activity|g__Roseobacter.s__Roseobacter_denitrificans	80.32	0
GO:0050133: [MF] N6-hydroxylysine O-acetyltransferase activity	23.852	0
GO:0050133: [MF] N6-hydroxylysine O-acetyltransferase activity|g__Escherichia.s__Escherichia_coli	23.852	0
GO:0050136: [MF] NADH dehydrogenase (quinone) activity	93.969	0
GO:0050136: [MF] NADH dehydrogenase (quinone) activity|g__Chromobacterium.s__Chromobacterium_violaceum	7.757	0
GO:0050136: [MF] NADH dehydrogenase (quinone) activity|g__Polaromonas.s__Polaromonas_naphthalenivorans	20.64	0
GO:0050136: [MF] NADH dehydrogenase (quinone) activity|g__Roseobacter.s__Roseobacter_denitrificans	65.572	0
GO:0050138: [MF] nicotinate dehydrogenase activity	106.357	0
GO:0050138: [MF] nicotinate dehydrogenase activity|g__Escherichia.s__Escherichia_coli	30.281	0
GO:0050138: [MF] nicotinate dehydrogenase activity|unclassified	76.076	0
GO:0050152: [MF] omega-amidase activity	21.495	0
GO:0050152: [MF] omega-amidase activity|g__Escherichia.s__Escherichia_coli	21.495	0
GO:0050179: [MF] phenylserine aldolase activity	31.057	0
GO:0050179: [MF] phenylserine aldolase activity|g__Escherichia.s__Escherichia_coli	31.057	0
GO:0050215: [MF] propanediol dehydratase activity	49.473	0
GO:0050215: [MF] propanediol dehydratase activity|g__Escherichia.s__Escherichia_coli	33.45	0
GO:0050215: [MF] propanediol dehydratase activity|unclassified	16.023	0
GO:0050225: [MF] pseudouridine kinase activity	93.565	0
GO:0050225: [MF] pseudouridine kinase activity|g__Escherichia.s__Escherichia_coli	42.849	0
GO:0050225: [MF] pseudouridine kinase activity|unclassified	50.716	0
GO:0050232: [MF] putrescine oxidase activity	19.995	0
GO:0050232: [MF] putrescine oxidase activity|g__Corynebacterium.s__Corynebacterium_glutamicum	19.995	0
GO:0050255: [MF] ribitol 2-dehydrogenase activity	30.539	0
GO:0050255: [MF] ribitol 2-dehydrogenase activity|g__Escherichia.s__Escherichia_coli	30.539	0
GO:0050263: [MF] ribosylpyrimidine nucleosidase activity	265.372	0
GO:0050263: [MF] ribosylpyrimidine nucleosidase activity|g__Escherichia.s__Escherichia_coli	265.372	0
GO:0050286: [MF] sorbitol-6-phosphatase activity	48.387	0
GO:0050286: [MF] sorbitol-6-phosphatase activity|g__Escherichia.s__Escherichia_coli	48.387	0
GO:0050308: [MF] sugar-phosphatase activity	90.612	0
GO:0050308: [MF] sugar-phosphatase activity|g__Escherichia.s__Escherichia_coli	90.612	0
GO:0050319: [MF] tartrate decarboxylase activity	22.197	0
GO:0050319: [MF] tartrate decarboxylase activity|unclassified	22.197	0
GO:0050334: [MF] thiaminase activity	68.853	0
GO:0050334: [MF] thiaminase activity|g__Escherichia.s__Escherichia_coli	17.581	0
GO:0050334: [MF] thiaminase activity|g__Roseobacter.s__Roseobacter_denitrificans	51.272	0
GO:0050355: [MF] triphosphatase activity	37.494	0
GO:0050355: [MF] triphosphatase activity|g__Escherichia.s__Escherichia_coli	37.494	0
GO:0050380: [MF] undecaprenyl-diphosphatase activity	419.008	0
GO:0050380: [MF] undecaprenyl-diphosphatase activity|g__Chromobacterium.s__Chromobacterium_violaceum	50.311	0
GO:0050380: [MF] undecaprenyl-diphosphatase activity|g__Corynebacterium.s__Corynebacterium_glutamicum	40.743	0
GO:0050380: [MF] undecaprenyl-diphosphatase activity|g__Escherichia.s__Escherichia_coli	287.033	0
GO:0050380: [MF] undecaprenyl-diphosphatase activity|unclassified	40.92	0
GO:0050388: [MF] uronate dehydrogenase activity	129.397	0
GO:0050388: [MF] uronate dehydrogenase activity|g__Polaromonas.s__Polaromonas_naphthalenivorans	129.397	0
GO:0050415: [MF] formimidoylglutamase activity	73.75	0
GO:0050415: [MF] formimidoylglutamase activity|g__Chromobacterium.s__Chromobacterium_violaceum	73.75	0
GO:0050418: [MF] hydroxylamine reductase activity	82.609	0
GO:0050418: [MF] hydroxylamine reductase activity|g__Escherichia.s__Escherichia_coli	65.837	0
GO:0050418: [MF] hydroxylamine reductase activity|g__Roseobacter.s__Roseobacter_denitrificans	16.773	0
GO:0050421: [MF] nitrite reductase (NO-forming) activity	25.881	0
GO:0050421: [MF] nitrite reductase (NO-forming) activity|g__Roseobacter.s__Roseobacter_denitrificans	16.773	0
GO:0050421: [MF] nitrite reductase (NO-forming) activity|unclassified	9.109	0
GO:0050440: [MF] 2-methylcitrate synthase activity	69.822	0
GO:0050440: [MF] 2-methylcitrate synthase activity|g__Corynebacterium.s__Corynebacterium_glutamicum	18.361	0
GO:0050440: [MF] 2-methylcitrate synthase activity|g__Escherichia.s__Escherichia_coli	34.933	0
GO:0050440: [MF] 2-methylcitrate synthase activity|unclassified	16.527	0
GO:0050446: [MF] azobenzene reductase activity	101.48	0
GO:0050446: [MF] azobenzene reductase activity|g__Polaromonas.s__Polaromonas_naphthalenivorans	101.48	0
GO:0050470: [MF] trimethylamine dehydrogenase activity	78.874	0
GO:0050470: [MF] trimethylamine dehydrogenase activity|g__Roseobacter.s__Roseobacter_denitrificans	78.874	0
GO:0050480: [MF] imidazolonepropionase activity	43.533	0
GO:0050480: [MF] imidazolonepropionase activity|g__Chromobacterium.s__Chromobacterium_violaceum	12.816	0
GO:0050480: [MF] imidazolonepropionase activity|g__Roseobacter.s__Roseobacter_denitrificans	30.717	0
GO:0050483: [MF] IMP 5'-nucleotidase activity	13.107	0
GO:0050483: [MF] IMP 5'-nucleotidase activity|unclassified	13.107	0
GO:0050484: [MF] GMP 5'-nucleotidase activity	13.107	0
GO:0050484: [MF] GMP 5'-nucleotidase activity|unclassified	13.107	0
GO:0050511: [MF] undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity	117.398	0
GO:0050511: [MF] undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity|g__Escherichia.s__Escherichia_coli	31.44	0
GO:0050511: [MF] undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity|g__Polaromonas.s__Polaromonas_naphthalenivorans	32.995	0
GO:0050511: [MF] undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity|g__Staphylococcus.s__Staphylococcus_epidermidis	52.962	0
GO:0050515: [MF] 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity	324.968	0
GO:0050515: [MF] 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity|g__Chromobacterium.s__Chromobacterium_violaceum	16.348	0
GO:0050515: [MF] 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity|g__Escherichia.s__Escherichia_coli	223.155	0
GO:0050515: [MF] 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity|g__Polaromonas.s__Polaromonas_naphthalenivorans	23.737	0
GO:0050515: [MF] 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity|unclassified	61.728	0
GO:0050518: [MF] 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity	13.358	0
GO:0050518: [MF] 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity|g__Corynebacterium.s__Corynebacterium_glutamicum	13.358	0
GO:0050526: [MF] poly(3-hydroxybutyrate) depolymerase activity	42.064	0
GO:0050526: [MF] poly(3-hydroxybutyrate) depolymerase activity|g__Escherichia.s__Escherichia_coli	42.064	0
GO:0050531: [MF] mannosyl-3-phosphoglycerate phosphatase activity	24.811	0
GO:0050531: [MF] mannosyl-3-phosphoglycerate phosphatase activity|g__Escherichia.s__Escherichia_coli	24.811	0
GO:0050568: [MF] protein-glutamine glutaminase activity	79.192	0
GO:0050568: [MF] protein-glutamine glutaminase activity|g__Chromobacterium.s__Chromobacterium_violaceum	71.628	0
GO:0050568: [MF] protein-glutamine glutaminase activity|unclassified	7.564	0
GO:0050570: [MF] 4-hydroxythreonine-4-phosphate dehydrogenase activity	62.133	0
GO:0050570: [MF] 4-hydroxythreonine-4-phosphate dehydrogenase activity|unclassified	62.133	0
GO:0050572: [MF] L-idonate 5-dehydrogenase activity	49.587	0
GO:0050572: [MF] L-idonate 5-dehydrogenase activity|g__Escherichia.s__Escherichia_coli	49.587	0
GO:0050577: [MF] GDP-L-fucose synthase activity	31.116	0
GO:0050577: [MF] GDP-L-fucose synthase activity|g__Escherichia.s__Escherichia_coli	12.518	0
GO:0050577: [MF] GDP-L-fucose synthase activity|unclassified	18.598	0
GO:0050608: [MF] vanillin dehydrogenase activity	73.746	0
GO:0050608: [MF] vanillin dehydrogenase activity|g__Polaromonas.s__Polaromonas_naphthalenivorans	10.518	0
GO:0050608: [MF] vanillin dehydrogenase activity|unclassified	63.228	0
GO:0050625: [MF] 2-hydroxy-1,4-benzoquinone reductase activity	77.57	0
GO:0050625: [MF] 2-hydroxy-1,4-benzoquinone reductase activity|g__Polaromonas.s__Polaromonas_naphthalenivorans	77.57	0
GO:0050626: [MF] trimethylamine-N-oxide reductase (cytochrome c) activity	38.428	0
GO:0050626: [MF] trimethylamine-N-oxide reductase (cytochrome c) activity|unclassified	38.428	0
GO:0050660: [MF] flavin adenine dinucleotide binding	1989.653	0
GO:0050660: [MF] flavin adenine dinucleotide binding|g__Chromobacterium.s__Chromobacterium_violaceum	118.407	0
GO:0050660: [MF] flavin adenine dinucleotide binding|g__Corynebacterium.s__Corynebacterium_glutamicum	124.724	0
GO:0050660: [MF] flavin adenine dinucleotide binding|g__Escherichia.s__Escherichia_coli	615.262	0
GO:0050660: [MF] flavin adenine dinucleotide binding|g__Polaromonas.s__Polaromonas_naphthalenivorans	147.275	0
GO:0050660: [MF] flavin adenine dinucleotide binding|g__Roseobacter.s__Roseobacter_denitrificans	75.133	0
GO:0050660: [MF] flavin adenine dinucleotide binding|g__Staphylococcus.s__Staphylococcus_epidermidis	148.264	0
GO:0050660: [MF] flavin adenine dinucleotide binding|unclassified	760.589	0
GO:0050661: [MF] NADP binding	1763.898	0
GO:0050661: [MF] NADP binding|g__Chromobacterium.s__Chromobacterium_violaceum	61.194	0
GO:0050661: [MF] NADP binding|g__Corynebacterium.s__Corynebacterium_glutamicum	88.144	0
GO:0050661: [MF] NADP binding|g__Escherichia.s__Escherichia_coli	984.025	0
GO:0050661: [MF] NADP binding|g__Polaromonas.s__Polaromonas_naphthalenivorans	184.276	0
GO:0050661: [MF] NADP binding|g__Roseobacter.s__Roseobacter_denitrificans	136.161	0
GO:0050661: [MF] NADP binding|g__Staphylococcus.s__Staphylococcus_epidermidis	52.837	0
GO:0050661: [MF] NADP binding|unclassified	257.26	0
GO:0050662: [MF] coenzyme binding	1000.712	0
GO:0050662: [MF] coenzyme binding|g__Corynebacterium.s__Corynebacterium_glutamicum	20.377	0
GO:0050662: [MF] coenzyme binding|g__Escherichia.s__Escherichia_coli	599.537	0
GO:0050662: [MF] coenzyme binding|g__Polaromonas.s__Polaromonas_naphthalenivorans	129.397	0
GO:0050662: [MF] coenzyme binding|g__Roseobacter.s__Roseobacter_denitrificans	77.627	0
GO:0050662: [MF] coenzyme binding|unclassified	173.774	0
